timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2024-03-05T17:51:38,Beauty_s000_0.25s_1,55c55351-5586-437e-b205-e854ceec6627,11.106192827224731,7.926542831102967e-06,7.137047730409062e-07,22.5,0.0,5.747886657714844,6.939585059881207e-05,0,1.7703272877694568e-05,8.709912347650669e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:51:49,Beauty_s000_0.25s_2,55c55351-5586-437e-b205-e854ceec6627,22.72906923294068,7.926542831102967e-06,3.487403179543853e-07,22.5,0.0,5.747886657714844,6.939585059881207e-05,0,1.7703272877694568e-05,8.709912347650669e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:52:01,Beauty_s000_0.25s_3,55c55351-5586-437e-b205-e854ceec6627,34.40571141242981,7.926542831102967e-06,2.303845061096261e-07,22.5,0.0,5.747886657714844,6.939585059881207e-05,0,1.7703272877694568e-05,8.709912347650669e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:52:13,Beauty_s000_0.25s_4,55c55351-5586-437e-b205-e854ceec6627,46.19537162780762,7.926542831102967e-06,1.7158738098194085e-07,22.5,0.0,5.747886657714844,6.939585059881207e-05,0,1.7703272877694568e-05,8.709912347650669e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:52:24,Beauty_s000_0.25s_5,55c55351-5586-437e-b205-e854ceec6627,57.93654799461365,7.926542831102967e-06,1.3681420632516626e-07,22.5,0.0,5.747886657714844,6.939585059881207e-05,0,1.7703272877694568e-05,8.709912347650669e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:52:36,Beauty_s000_0.25s_6,55c55351-5586-437e-b205-e854ceec6627,69.7123670578003,7.926542831102967e-06,1.1370353877857669e-07,22.5,0.0,5.747886657714844,6.939585059881207e-05,0,1.7703272877694568e-05,8.709912347650669e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:52:48,Beauty_s000_0.25s_7,55c55351-5586-437e-b205-e854ceec6627,81.50661659240723,7.926542831102967e-06,9.725029896335272e-08,22.5,0.0,5.747886657714844,6.939585059881207e-05,0,1.7703272877694568e-05,8.709912347650669e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:53:00,Beauty_s000_0.25s_8,55c55351-5586-437e-b205-e854ceec6627,93.33869552612305,7.926542831102967e-06,8.49223656536376e-08,22.5,0.0,5.747886657714844,6.939585059881207e-05,0,1.7703272877694568e-05,8.709912347650669e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:53:12,Beauty_s000_0.25s_9,55c55351-5586-437e-b205-e854ceec6627,105.20573425292967,7.926542831102967e-06,7.534325849621867e-08,22.5,0.0,5.747886657714844,6.939585059881207e-05,0,1.7703272877694568e-05,8.709912347650669e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:53:24,Beauty_s000_0.25s_10,55c55351-5586-437e-b205-e854ceec6627,117.10852265357973,7.926542831102967e-06,6.76854480911742e-08,22.5,0.0,5.747886657714844,6.939585059881207e-05,0,1.7703272877694568e-05,8.709912347650669e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:53:39,Beauty_s000_0.5s_1,90147490-69cb-4952-aa13-7f85f883fb0e,11.460124015808104,8.181218570919698e-06,7.13885692653458e-07,22.5,0.0,5.747886657714844,7.161613404750824e-05,0,1.828143941929284e-05,8.989757346680106e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:53:51,Beauty_s000_0.5s_2,90147490-69cb-4952-aa13-7f85f883fb0e,23.153120040893555,8.181218570919698e-06,3.5335274712305937e-07,22.5,0.0,5.747886657714844,7.161613404750824e-05,0,1.828143941929284e-05,8.989757346680106e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:54:03,Beauty_s000_0.5s_3,90147490-69cb-4952-aa13-7f85f883fb0e,35.03415870666504,8.181218570919698e-06,2.3352119397013722e-07,22.5,0.0,5.747886657714844,7.161613404750824e-05,0,1.828143941929284e-05,8.989757346680106e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:54:15,Beauty_s000_0.5s_4,90147490-69cb-4952-aa13-7f85f883fb0e,46.9673855304718,8.181218570919698e-06,1.7418935455991764e-07,22.5,0.0,5.747886657714844,7.161613404750824e-05,0,1.828143941929284e-05,8.989757346680106e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:54:27,Beauty_s000_0.5s_5,90147490-69cb-4952-aa13-7f85f883fb0e,58.84429717063904,8.181218570919698e-06,1.390316303242687e-07,22.5,0.0,5.747886657714844,7.161613404750824e-05,0,1.828143941929284e-05,8.989757346680106e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:54:39,Beauty_s000_0.5s_6,90147490-69cb-4952-aa13-7f85f883fb0e,70.72710037231445,8.181218570919698e-06,1.156730380271912e-07,22.5,0.0,5.747886657714844,7.161613404750824e-05,0,1.828143941929284e-05,8.989757346680106e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:54:51,Beauty_s000_0.5s_7,90147490-69cb-4952-aa13-7f85f883fb0e,82.58721661567688,8.181218570919698e-06,9.906156068912393e-08,22.5,0.0,5.747886657714844,7.161613404750824e-05,0,1.828143941929284e-05,8.989757346680106e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:55:03,Beauty_s000_0.5s_8,90147490-69cb-4952-aa13-7f85f883fb0e,94.5275650024414,8.181218570919698e-06,8.654849588803434e-08,22.5,0.0,5.747886657714844,7.161613404750824e-05,0,1.828143941929284e-05,8.989757346680106e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:55:14,Beauty_s000_0.5s_9,90147490-69cb-4952-aa13-7f85f883fb0e,106.514146566391,8.181218570919698e-06,7.680875108754017e-08,22.5,0.0,5.747886657714844,7.161613404750824e-05,0,1.828143941929284e-05,8.989757346680106e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:55:26,Beauty_s000_0.5s_10,90147490-69cb-4952-aa13-7f85f883fb0e,118.44654655456544,8.181218570919698e-06,6.907097597101162e-08,22.5,0.0,5.747886657714844,7.161613404750824e-05,0,1.828143941929284e-05,8.989757346680106e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:55:42,Beauty_s000_0.75s_1,052f6c11-6241-451d-9445-601abd9e2af3,11.448083400726318,8.173376024488168e-06,7.139514745297551e-07,22.5,0.0,5.747886657714844,7.154400795698165e-05,0,1.826738936284528e-05,8.981139731982691e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:55:54,Beauty_s000_0.75s_2,052f6c11-6241-451d-9445-601abd9e2af3,23.29739880561829,8.173376024488168e-06,3.508278367333059e-07,22.5,0.0,5.747886657714844,7.154400795698165e-05,0,1.826738936284528e-05,8.981139731982691e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:56:06,Beauty_s000_0.75s_3,052f6c11-6241-451d-9445-601abd9e2af3,35.22263169288635,8.173376024488168e-06,2.320489875871167e-07,22.5,0.0,5.747886657714844,7.154400795698165e-05,0,1.826738936284528e-05,8.981139731982691e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:56:18,Beauty_s000_0.75s_4,052f6c11-6241-451d-9445-601abd9e2af3,47.167325258255005,8.173376024488168e-06,1.7328470460719418e-07,22.5,0.0,5.747886657714844,7.154400795698165e-05,0,1.826738936284528e-05,8.981139731982691e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:56:30,Beauty_s000_0.75s_5,052f6c11-6241-451d-9445-601abd9e2af3,59.11188530921936,8.173376024488168e-06,1.3826958794720448e-07,22.5,0.0,5.747886657714844,7.154400795698165e-05,0,1.826738936284528e-05,8.981139731982691e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:56:42,Beauty_s000_0.75s_6,052f6c11-6241-451d-9445-601abd9e2af3,71.14838242530823,8.173376024488168e-06,1.1487788964237664e-07,22.5,0.0,5.747886657714844,7.154400795698165e-05,0,1.826738936284528e-05,8.981139731982691e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:56:54,Beauty_s000_0.75s_7,052f6c11-6241-451d-9445-601abd9e2af3,83.15726256370544,8.173376024488168e-06,9.828818040067969e-08,22.5,0.0,5.747886657714844,7.154400795698165e-05,0,1.826738936284528e-05,8.981139731982691e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:57:06,Beauty_s000_0.75s_8,052f6c11-6241-451d-9445-601abd9e2af3,95.11098861694336,8.173376024488168e-06,8.59351389712307e-08,22.5,0.0,5.747886657714844,7.154400795698165e-05,0,1.826738936284528e-05,8.981139731982691e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:57:18,Beauty_s000_0.75s_9,052f6c11-6241-451d-9445-601abd9e2af3,107.11289429664612,8.173376024488168e-06,7.630618216563391e-08,22.5,0.0,5.747886657714844,7.154400795698165e-05,0,1.826738936284528e-05,8.981139731982691e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:57:30,Beauty_s000_0.75s_10,052f6c11-6241-451d-9445-601abd9e2af3,119.11728930473328,8.173376024488168e-06,6.861620233464624e-08,22.5,0.0,5.747886657714844,7.154400795698165e-05,0,1.826738936284528e-05,8.981139731982691e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:57:46,Beauty_s000_1.0s_1,b9bfe32b-5a34-4565-8b0f-ebaa10f43205,11.38013482093811,8.125228729892959e-06,7.139835210865422e-07,22.5,0.0,5.747886657714844,7.112088650465011e-05,0,1.816145454860968e-05,8.928234105325977e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:57:58,Beauty_s000_1.0s_2,b9bfe32b-5a34-4565-8b0f-ebaa10f43205,23.377910375595093,8.125228729892959e-06,3.4756009409528453e-07,22.5,0.0,5.747886657714844,7.112088650465011e-05,0,1.816145454860968e-05,8.928234105325977e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:58:10,Beauty_s000_1.0s_3,b9bfe32b-5a34-4565-8b0f-ebaa10f43205,35.39405846595764,8.125228729892959e-06,2.295647654452481e-07,22.5,0.0,5.747886657714844,7.112088650465011e-05,0,1.816145454860968e-05,8.928234105325977e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:58:22,Beauty_s000_1.0s_4,b9bfe32b-5a34-4565-8b0f-ebaa10f43205,47.37943840026856,8.125228729892959e-06,1.7149271929417602e-07,22.5,0.0,5.747886657714844,7.112088650465011e-05,0,1.816145454860968e-05,8.928234105325977e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:58:34,Beauty_s000_1.0s_5,b9bfe32b-5a34-4565-8b0f-ebaa10f43205,59.42119574546814,8.125228729892959e-06,1.367395695754346e-07,22.5,0.0,5.747886657714844,7.112088650465011e-05,0,1.816145454860968e-05,8.928234105325977e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:58:46,Beauty_s000_1.0s_6,b9bfe32b-5a34-4565-8b0f-ebaa10f43205,71.46933794021606,8.125228729892959e-06,1.136883167532585e-07,22.5,0.0,5.747886657714844,7.112088650465011e-05,0,1.816145454860968e-05,8.928234105325977e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:58:58,Beauty_s000_1.0s_7,b9bfe32b-5a34-4565-8b0f-ebaa10f43205,83.581791639328,8.125228729892959e-06,9.721290451579373e-08,22.5,0.0,5.747886657714844,7.112088650465011e-05,0,1.816145454860968e-05,8.928234105325977e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:59:10,Beauty_s000_1.0s_8,b9bfe32b-5a34-4565-8b0f-ebaa10f43205,95.5816593170166,8.125228729892959e-06,8.50082409946864e-08,22.5,0.0,5.747886657714844,7.112088650465011e-05,0,1.816145454860968e-05,8.928234105325977e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:59:22,Beauty_s000_1.0s_9,b9bfe32b-5a34-4565-8b0f-ebaa10f43205,107.67179226875304,8.125228729892959e-06,7.546292820697243e-08,22.5,0.0,5.747886657714844,7.112088650465011e-05,0,1.816145454860968e-05,8.928234105325977e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:59:34,Beauty_s000_1.0s_10,b9bfe32b-5a34-4565-8b0f-ebaa10f43205,119.66353178024292,8.125228729892959e-06,6.790062610565934e-08,22.5,0.0,5.747886657714844,7.112088650465011e-05,0,1.816145454860968e-05,8.928234105325977e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T17:59:50,Beauty_s000_1.25s_1,6b433c12-320a-4261-bc27-bf7898c2c8a4,11.487866401672363,8.202373536388561e-06,7.140032143126672e-07,22.5,0.0,5.747886657714844,7.179508805274962e-05,0,1.833494223523758e-05,9.01300302879872e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T18:00:02,Beauty_s000_1.25s_2,6b433c12-320a-4261-bc27-bf7898c2c8a4,23.48153042793274,8.202373536388561e-06,3.4931170953965284e-07,22.5,0.0,5.747886657714844,7.179508805274962e-05,0,1.833494223523758e-05,9.01300302879872e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T18:00:14,Beauty_s000_1.25s_3,6b433c12-320a-4261-bc27-bf7898c2c8a4,35.46290850639343,8.202373536388561e-06,2.3129443922823746e-07,22.5,0.0,5.747886657714844,7.179508805274962e-05,0,1.833494223523758e-05,9.01300302879872e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
2024-03-05T18:00:26,Beauty_s000_1.25s_4,6b433c12-320a-4261-bc27-bf7898c2c8a4,47.45379686355591,8.202373536388561e-06,1.728496786036506e-07,22.5,0.0,5.747886657714844,7.179508805274962e-05,0,1.833494223523758e-05,9.01300302879872e-05,Austria,AUT,carinthia,,,Linux-6.5.0-21-generic-x86_64-with-glibc2.35,3.10.13,2.2.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,13.5169,46.8129,15.32769775390625,machine,N
